audio_path,label,frame_labels,start_sec,end_sec,transcript,chunk_language
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000168.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000168.npy,,,پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے ساتھ پاکستان کے س,ur
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000169.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000169.npy,,,2013 में सबाल पुस्ते थे कि मोदी कि भिदेस निती क्या होगी मुन समने जब यह सुनार कि मोदी ने सार्ग देसों के सभी नितांगों को शबर समार होगे वुलाया तो चोंक गय थे और इस निमीने के विस पक्रिया जो होगी ती असके सबन में हमारे उस्वक्त के राश्पती प्रनो मुखरजी साप उनोने अपनी किताब में जो सामस्पनन लिखे है उस में इस गतना का वरनन बहुत बडीया डंख से किया है और सच्मुज में भारत की भिदेश निती,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000170.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000170.npy,,,He was so young and so self-confident that he had already seen the world. And India is so proud of its peace. His message was clear in front of the world. But he didn't get the right result.,en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000171.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000171.npy,,,"Given the geopolitical tensions that you spoke to, what role do sports and cricket and football play in fostering better relations? Sportsmen and Spirits work in the whole world to fill up their energy. Sportsmen and Spirits work in the whole world to connect.",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000172.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000172.npy,,,"तो मैं स्पोट्स को तो बद्राम होते देखना नहीं जामुगा स्पोट्स को मैं बहुत मानोग की विकास यात्रा का तन्त महत्पोट्मुन और खेल दिल एक रूप में हम्रिशा से बताम। तुस्रा विशे है कोन अच्छा कोन बुरा अगर खेल की टेक्निक के समझ में कहें, तो मैं इसका एकसपर्ट नहीं हूँ। तो टेक्निक जो लोग जान्तें।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000173.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000173.npy,,,तो आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ� आप आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� � तुर्वावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावा�,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000174.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000174.npy,,,"beautiful to see a great rivalry. You've also spoken about football. Football is very popular in India. So another tough question, who is the greatest football player of all time? We've got Messi, Pele, Maradona, Cristiano Ronaldo, Zidane. Who do you think is the greatest football player to have ever played? It is true that there are many areas of India where football is played well and our football...",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000175.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000175.npy,,,"महलाوں की team भी अच्छा काम कर रही हैं, शोगी team भी अच्छा काम कर रही हैं, लेकिना का पुरानी बाते हम कहें, 80's के काल खंकी, तो मैदोना का नाम हमेशा उबरकर के आता है, हो सकता है कि उस जन्रेशन के लिए वो एक हीरो के रुपने देखे जाते हों, और आजकी जन्र सें को पुचोगे तो मैसी की बाद बताएंगे लेकिन मुझे एक और इंट्रस्टी गट्टाज याज आरही आपने पुच आतो",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000176.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000176.npy,,,"हमार यहां मद्दप्रदेश करके एक स्टेट है, सेंटल पार्ट अप विंगेब है, बहाँ शैह्डोल करके दिस्टीक है, वहां सारा ट्राईबल बेल्ट है, कापी लोग, ट्राईबल लोग रहते है, तु मैं वहां त्राइबल भी में के जो सेल्फिल गुर्ब चलते हैं। उन से बाट्चिट करनेगा मेरा है। मजे गम पसंदा पैसे लोगो सो बाट्चिट करना तु मैं मिलने गाया था। तिक बहां मैंने देखागे कुछ स्पोर्ष्ट के द्रेष्ट में।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000177.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000177.npy,,,"बहने बेद, अस्टी सो नवजवान, चोटे बच्चे, तोटे नवजवान, तोटे बड़ी आयु के सब लोग एकी प्रखार तो मैं स्वाभाए गो नके पास गया, तो मैंना गब है, आप आप लोग कहा से है सब, तो बोले हम मिनी ब्राजिल से है, मैंगा ही मिनी प्राजिल क्या है बहुँई तरा लिए हमारे गाम को लुग मिनी प्राजिल क्याते है मैंगा कैसे मिनी प्राजिल क्याते है बहुँई हमारे गाम वैसे हर परिवार में चार चार",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000178.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000178.npy,,,"तो भारत में फुट्बाल का जो इं देनो क्रेज बड़ा है, मैं उसके शुप शंकेत मनता हूँ यों क्यों तिम्स्विरिद भी तुम्स्विरिद भी तुम्स्विरिद भी तुम्स्विरिद भी तुम्स्विरिद भी तुम्स्विरिद भी तुम्स्विरिद भी तुम्स्�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000179.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000179.npy,,,भी बादा करता है मैं गत्ना का वरन करना चांगा तेदा बु उसेज़,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000180.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000180.npy,,,"अब ज़ेज कर सकते हैं के कुन्षी बातो की तरब मैं खेहरा हूँ अब जैसे हमारा हूँस्टन में करकम ता हूँ हाँटी मोदी और मैं और रास्पती तरम्प दोनो और पुरा स्टेडियम बचाख हज भराव वो अता इतने लोगों का होना आमेरिका के जीवन के अंदर बड़ी गतना है खेलकुद के मैदान में होते, पुल्टिकल्ट रेली में यतने बड़ी लोग होना बड़ी बाद है तो इन्यन दाएस परा के लोग गतना है थे",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000181.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000181.npy,,,"तो हम डोनो स्पीच की है, बो निचे बैटकर के मुझे सुन्डाये थे, अब यह उनका बड़ब पन है जी, अमेरिकाके राश्पति स्टेडिम में निचे बैटकर के सुन्डे होर मैं वंज पर से बाशन कर रहूँ, योंका बड़ब कुन है, मैं भाशन कर के निछे गया और हम तो जानते है, ये आमेरिका के सिकुरति की कितनी बड़ी वो रहता है, कितने पकार की सकुरति नहीं होती है",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000182.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000182.npy,,,"मैं जाकर के रहेइस्ट के जे दनिमात करने गया, मैंनों के आँसे का, अगर मैं का अपको इत्राज ना हो, ताई ये हम दरा एक पूरिस्टेडिम का चकर काट्ते आते है। तने लोग है, तो हाद उपर कर के नमस्ते कर के आजाते है। अपी अमेरिक्या के लाईपे लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लि",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000183.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000183.npy,,,"अमेरिका की जो सुरक्षा तन्तर सा पुरा वेग्दम से वो होगगया दिस्टब होगगया था मेरे लिए तचकर गया कि इस वक्तिमा हिम्मत है, ये दिसिजन खुड लिते है और दुस्रा मोदी पेरुंको ब्रुसा है कि मोदी लेजार है ते चलिये निचलते है तो ये आपसी भिस्वाहास का बहाव ये इतना हमारा मजबूती मैं उसी दिनुटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटू�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000184.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000184.npy,,,और मैंने रास्पती तरमको उस दिन जिस रूप मैं मैं सुस किया की सिक्रूरिडिवालो को पूषे बिना मेरे साथ चल देना हाजारो लोगो की भीश मैं अप उसका बीडियो देको तो तापका आस्टेर होगा और जब उनपर गोली चली आप से इस्टिनाँ केमपेन में तो मुझे रास्पती ट्रुम्प एक ही नजराजे उस टेडिम में मेरा हाद पकर कर के चलने वाले ट्रुम्प,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000185.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000185.npy,,,"और गोली लगने के बाद भी आमेरिका के लिए जीना आमेरिका के लिए ही जिन्द्गी ये जुन का दिफ्लैक्षन ता किक भी मैंनेशन फुस्ट्वाला हूँ भी आमेरिका फुस्ट्वाले है, मैं बारत फुस्ट्वाला हूँ, ता मैरी जोडी बरावर जम जाती है। तु ये चीजे है की अपिल करती हो, मैं मानता हो की जाड़तर दुनिया में है।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000186.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000186.npy,,,राजनाताव के विषेम में मिटिया में इतना दिपोष शबते हैं कि हर कोई एक तुसरे को मिटिया के मादम साखता हैं स्वायम जादा एक तुसरे से मिलकर के एक तुसर को नहीं पहशानते हैं नहीं जानते हैं और सैद तनाव का कराँर भी थर्पार्टी न्ट्र्वेंच्या नहीं है मैं जब पहली बार वाईटाउस गया तो रादबदे तरम की विशे में बुश्वाँ तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तरम तर,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000187.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000187.npy,,,अगोड कुछ मिड्या में शब्ता ता उसमें नहीं आये यह ते दुन्या जरा खुछ अलगी रुप्तों को देकते थी। मुझे भी बभत भाति भाति का ब्रिफिं किया गया था जब में भाइता उस पहुचा पहली मिनिट में उनो ने सहरे वो प्रोटोगल की दिवारे तोर दी एक दम से और फिर चब मुनें पुरा वाहिता उस में गुमाने लेगे है और मुझे दिखा रहे थे और मैं देख रहा हैं कोंके हाद में कोई कागज नहीं था कोई परची नहीं।,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000188.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000188.npy,,,"कोई साथ में कोई स्वेक्ती नहीं दा पुछे दिखादे ये आब्राम लिंकर नहीं है ते दे ये कोड ये लंबा क्यों है ये पिषे क्या का रहा है ये तेमल पे कोन रास्पती ने सिझनेचर किया था देट वाईज बोलते थे जी मेरे लिए वो बहुत बड़ा इंप्रश्व था कि ये इंश्टिटूशन को कितना अनर करते है, कितना अमरिका की लिए श्टी के साथ उनका कैसा लगाव है और प्रश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्वाश्�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000189.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000189.npy,,,"कितना respect है, वो मैं अनुवो कर रहा, और बड़े खुल कर के काभी बाते मेरे से कर रहे थे. ये मेरी पहली मुलाकात का मैं अनुवो ल था. और मैंने देखा, कि जब वो पहली तम के बाद, जिनाव, बाइडन जीते, तो ये चार साल का समय हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000190.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000190.npy,,,"बार उनो ने कहाँ होगा मोदिज भाई फ्राइत, कनवे में रिगार्स, नोरमल ये बहुत कम होता है याने हम एक प्रकारते फिजिकली भले नं मिले, देके हमारे भीच का डायरेग एं डायरेग संवाज या निकता या विस्वाज ये अतुट रहा है. आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000191.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000191.npy,,,"अब ये तो मैं क्यानी सक्तों को, को कि लिए मुनका एक बड़पन है, कि वो मेरे जासे आयु मैं भी वी उनसे चोता हूँ, मेरी सार्वजन एक रुप से तारीब करते है, लेगे बात सेझी है, कि मैं मेरे देश के हितों को, ही सर्वो परि मानता हूँ, आप आप आप आप आ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000192.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000192.npy,,,"और इसले मैं बारत के हितों को लेकरके, हर फरम मैं अप्ली बात रखता हूँ, किस्टिका बुरा करने किलि रखता नहीं। सकारात्मा गरुप से रखता हूँ। तो किस्टिको बुरा भी नहीं रखता है। लेकिन मेरे आग्रे को तो सब को जानते हैं भे मोडी है तो इंचीजो को आग्रे करेगा और वो तो मेरे देश के लोगनो मुझो वो काम दिया है तो मैं तो मेरे देश यही मेरा है कमाड है मैं तो उनकी इच्छा का इपानलन करूंगा",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000193.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000193.npy,,,آپ اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپنے اپ,ur
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000194.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000194.npy,,,"बहुत इंको क्या करना है, उसके विशेम अंके मिद्यमाग में स्ताप्स, रोड मैप बहुत प्लियर है। और मैं देक्रा हूँ कि मैं के team के लोगो से मिला, मैं मान ता हूँ बहुत अच्छी team उना ने सिलेक की है। और इतनी अच्टी तीम है, तो राद्पदी तम की जो भी वीजन है, उसको लागु कनने वाला सामर्ठ्वान तीम मेंसुस हुई जितनी मेरी बाते हूँँई है",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000195.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000195.npy,,,जिन लोगो से मेरे मिलना हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ�,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000196.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000196.npy,,,"उनका जो दोज वाला मिशन चल रहा है, तो बड़े उच्साएद भी है, एक किस प्रकार सो कर रहे है। लेकिन बड़े लिए भी खुषिका विशे को, मैं 2014 में आया, तो मैं भी चाहता हूँ, कि मेरे देश मैं, जो पुरानी बिमारिया जो गुज गेई है। मेरे देशको मैं उन बिमारियों से गलत आदतों से चितरी जाड़ा मुक्ती दिला सकता हुतो दू अप ज़से मेरे हां मैंने देखाए।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000197.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000197.npy,,,कुछ असे लोग उसका बेनिटेट लेते थे लेते थे लेते थे लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते लेते,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000198.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000198.npy,,,जिन्का कभी जन्मही नहीं हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ�,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000199.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000199.npy,,,"10 करोड असे नाम, फेख नाम, दूप्रिकेट नाम उनको मैंने मेंवेवस्ता से बार निकाला और उसके कारन, जो पैस्वा की बच्च्छ दूपिर, मैंने दारेग बैनिफिट त्रास्पर शुरू किया जो पैसा दिल्ली से निकलेगा, उतना ही पैसा उसके जेब में जाना जाना जीएएग. इसके कारान मेरे देशका करी तीन लाक करोड प्यसे के विएदध, गलत हातो में जाता तो बच्छत हूँएग, बच्छत हूँएग. दारेग बेनिफिट त्राश्पर के कारान तक्लाँवाजी का में प्रुवावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावावा�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000200.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000200.npy,,,"बर्पूर उप्यो करता हूँ। उसके कान भीचोलिए वगर देः। सरकार मैं मैं ने खरीदार के लिए जेम पोर्टल बनाई टेकलोर जीग। तो सरकार को खर्दी में भी बहुत पैसा बच्छ रहा है, समय बच्छ रहा है, कुँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000201.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000201.npy,,,"यह भी एक प्रकार से शरकार में इस प्रकार की जीजे दमिनेट कर रही थी, उस से मुक्ती प्यरानेगा, तो यह चीजे आसी है जो डोज का जो काम है, स्वाबल के आसी चीजो को चरता होना भोग, स्वाबल कोता है.",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000202.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000202.npy,,,बारत्टो जीन का समवन्त ये कोई आजका नहीं है दोनो पुरातन संस्कृती है पुरातन स्विलाईजेशन है आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ�,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000203.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000203.npy,,,अपकर पुरानने रकोर देखेंगे सद्यों तक चीन और भारत एक दुस्रे से सिक्ते रहे हैं और दूरनो मिलकर के दून्या की बलाई के लिए कोईन कोईं कुन्त्रुबिट करते रहे हैं गलोबल पुराने जो रकोर से के दून्या का जिल्टी पी के ता उसका फिप्टी प अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने �,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000204.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000204.npy,,,"अगर बारत अगर थीन का हुए करताता, इतना बड़ा कुन्टूपिष्ट बरक रहा। और मैं मानता हूँ कि इतने ससक्ष्ट समंद रहे, इतने गेहें सास्कुरतिक समंद रहे। और पहले कि सद्यो में कोई हमारे भीच में संगर्ष का इतियासने मिलता है। अमेशा एक तुस्रे से सिखना एक तुस्रे को जानने कही रहा है और बुद्ड़ का प्रभाओ किसी जमा मेरे तो चाइना में कापी तुस्रे से जानने के रहा है।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000205.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000205.npy,,,"और वो यही से ही वो बिचार, गया था, हम बविश मे भी इन समन्दों को अईसे ही मजबुत रहना चाही, कन्टिम रहना चाही, ये हमार, जहां तक दिफ्रन्सित होते है, तो करो से देश होते होते होता है, अगेडिनल दिसग्रिमेंट भी बहुत स्वाभिख है, कोईज्टिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिटिट",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000206.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000206.npy,,,उदिशा में आप रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रहास रह,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000207.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000207.npy,,,"तो तो दोंगे देशों के लिए बेश्ट लिए है, ये स्विक है के हमारा सीमा भिवाद चलता रहता है, तो 2020 में जो सीमा पर जो गतना है गती, उसके खान हमारे भीच सितिया का पी दूरी की बन गय, लिकिन अभी दाद्पतिश्वी के साथ मेरे मिला हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000208.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000208.npy,,,अब दिरे दिरे विस्वास हो और उच्साव और उमंग और उडुज्या बापिस हाँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम तुम ।,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000209.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000209.npy,,,"The world is worried about a brewing global war. The tensions between China and the United States, in Ukraine, Russia, in Europe, in Israel, in the Middle East, what can you say about how we in the 21st century can avoid to global.",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000210.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000210.npy,,,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने �,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000211.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000211.npy,,,"दून्या के हर देश, अद तब लगता था के दून्या उसे कुष शिखेगी, और एक नहीं बुल अडर की तरब हम जाएंगे. जैसे, सकन बुल वोर के बाद एक बुल अडर बना, बैसा साइत कोविर के बाद बनेगा. दूर भागे से स्थितिये बनी कि",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000212.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000212.npy,,,"शान्ति की तरब जाने के बजाए, दूनिया बिखर गई, एक अनिसित्ता का कार्खं नाडया, युद्धे के ने उसको और मुशिभत में डाल दिया. और मैं मानता हो की मोडन वोप्स, सरे लिसोर्स या अंट्रेस के लिए नहीं। अद्मट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्�",hi
